Hypervolume at iteration 0, 9047991.0
Hypervolume at iteration 1, 9077020.0
Hypervolume at iteration 2, 9038930.0
Hypervolume at iteration 3, 9000157.0
Hypervolume at iteration 4, 9060616.0
Hypervolume at iteration 5, 9033703.0
Hypervolume at iteration 6, 9062709.0
Hypervolume at iteration 7, 9099816.0
Hypervolume at iteration 8, 8990406.0
Hypervolume at iteration 9, 9090264.0
Average hypervolume over 10 runs 9050161.200000
